Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,OWN,FG,FGA,PCT,1-19,20-29,30-39,40-49,50+,XPT,XPA,CMP,INT,SACKS,ATT.1,FantasyPointsRank
449,Marcus Johnson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
450,Rashawn Scott ,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,,,,,,,,,,,,,,,985.5
451,Demarcus Robinson ,0,0,,0,0,0,0,0,0,0,0,0,16,0,0,1.70%,,,,,,,,,,,,,,,985.5
452,Daniel Braverman ,0,0,,0,0,0,0,2,0,0,0,0,3,0,0,0.00%,,,,,,,,,,,,,,,985.5
453,Tevaun Smith ,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,,,,,,,,,,,,,,,985.5
454,DeAndrew White ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
455,Isaac Fruechte ,0,0,,0,0,0,0,1,0,0,0,0,1,0,0,0.00%,,,,,,,,,,,,,,,985.5
456,Dede Westbrook ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.90%,,,,,,,,,,,,,,,985.5
457,Kenny Golladay ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,91.80%,,,,,,,,,,,,,,,985.5
474,Quincy Adeboyejo ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
458,Shelton Gibson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
460,Josh Reynolds ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10.10%,,,,,,,,,,,,,,,985.5
461,Amara Darboh ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
462,Curtis Samuel ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,66.50%,,,,,,,,,,,,,,,985.5
463,Cooper Kupp ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,97.10%,,,,,,,,,,,,,,,985.5
464,Zay Jones ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
465,Chad Hansen ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
466,JuJu Smith-Schuster ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,97.80%,,,,,,,,,,,,,,,985.5
467,Taywan Taylor ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
468,Mack Hollins ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
469,John Ross ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,,,,,,,,,,,,,,,985.5
470,Tim Patrick ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18.30%,,,,,,,,,,,,,,,985.5
471,Ryan Switzer ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
472,Gehrig Dieter ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
459,Noah Brown ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
380,Justin Jefferson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,94.90%,,,,,,,,,,,,,,,985.5
381,Laviska Shenault Jr. ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13.80%,,,,,,,,,,,,,,,985.5
378,KJ Hamler ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5.30%,,,,,,,,,,,,,,,985.5
288,David Moore ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3.30%,,,,,,,,,,,,,,,985.5
289,Chad Williams ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
290,Chris Thompson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
291,Zach Pascal ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3.30%,,,,,,,,,,,,,,,985.5
292,Deante Burton ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
293,Reggie Davis ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
294,Isaac Whitney ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
295,Marcus Kemp ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
296,Andre Patton ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
297,De'Mornay Pierson-El ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
298,Devin Ross ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
299,Rico Gafford ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
300,Cam Batson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
301,Ka'Raun White ,0,0,,0,0,0,0,0,0,0,0,0,4,0,0,0.00%,,,,,,,,,,,,,,,985.5
302,Steven Mitchell Jr. ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
303,Trent Sherfield ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
304,Keith Kirkwood ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
305,Devin Gray ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
306,Cam Sims ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.60%,,,,,,,,,,,,,,,985.5
307,Caleb Scott ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
308,Christian Blake ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
309,Malik Turner ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
310,KhaDarel Hodge ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
311,Chad Beebe ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
312,Dylan Cantrell ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
313,Damion Ratley ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
314,Ray-Ray McCloud ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
287,C.J. Board ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
286,Taquan Mizzell ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
285,JoJo Natson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
284,Keelan Cole Sr. ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.70%,,,,,,,,,,,,,,,985.5
256,KeeSean Johnson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
257,Diontae Johnson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,91.50%,,,,,,,,,,,,,,,985.5
258,Preston Williams ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14.50%,,,,,,,,,,,,,,,985.5
259,Fred Brown ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
260,Lance Lenoir Jr. ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
261,Greg Ward ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.10%,,,,,,,,,,,,,,,985.5
262,Cyril Grayson Jr. ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
263,Kendrick Bourne ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.50%,,,,,,,,,,,,,,,985.5
264,Victor Bolden Jr. ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
265,Deontay Burnett ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
266,Christian Kirk ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,63.90%,,,,,,,,,,,,,,,985.5
267,Trey Quinn ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
268,D.J. Moore ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,96.00%,,,,,,,,,,,,,,,985.5
379,Brandon Aiyuk ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,68.30%,,,,,,,,,,,,,,,985.5
269,Dante Pettis ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
271,Cedrick Wilson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,,,,,,,,,,,,,,,985.5
272,Tre'Quan Smith ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7.20%,,,,,,,,,,,,,,,985.5
273,Jaleel Scott ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
274,Michael Gallup ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,40.70%,,,,,,,,,,,,,,,985.5
275,Calvin Ridley ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,98.90%,,,,,,,,,,,,,,,985.5
276,Marcell Ateman ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
277,Anthony Miller ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14.20%,,,,,,,,,,,,,,,985.5
278,James Washington ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3.80%,,,,,,,,,,,,,,,985.5
279,Courtland Sutton ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18.50%,,,,,,,,,,,,,,,985.5
280,Brandon Zylstra ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
281,River Cracraft ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
282,Antonio Callaway ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
283,Justin Hardee ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5.00%,,,,,,,,,,,,,,,985.5
270,Deon Cain ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
315,Marquez Valdes-Scantling ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16.80%,,,,,,,,,,,,,,,985.5
165,Eno Benjamin ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,,,,,,,,,,,,,,,985.5
317,Keke Coutee ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19.70%,,,,,,,,,,,,,,,985.5
350,Aaron Parker ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
351,Chris Finke ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
352,Mason Kinsey ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
353,Lawrence Cager ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
354,Austin Mack ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
355,Tyrie Cleveland ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
356,Trishton Jackson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
357,Omar Bayless ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
358,Stephen Sullivan ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
359,Kristian Wilkerson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
360,Juwan Green ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
361,Josh Pearson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
362,John Hurst ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
316,Daurice Fountain ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
363,Travis Jonsen ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
365,Rysen John ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
366,Manasseh Bailey ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
367,Stephen Guidry ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
368,Kendall Hinton ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.20%,,,,,,,,,,,,,,,985.5
369,Tyler Simmons ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
370,Jaylon Moore ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
371,Scotty Washington ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
372,Isaiah Zuber ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
373,Darnell Mooney ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10.70%,,,,,,,,,,,,,,,985.5
374,Binjimen Victor ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
375,Isaiah Wright ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
376,Chris Rowland ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
377,Reggie Begelton ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
364,Derrick Dillon ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
348,Quez Watkins ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
349,K.J. Osborn ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
346,Dezmon Patmon ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
318,DaeSean Hamilton ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
319,Robert Foster ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
320,Jeff Badet ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
321,Javon Wims ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
322,Equanimeous St. Brown ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
323,Auden Tate ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.60%,,,,,,,,,,,,,,,985.5
324,Richie James Jr. ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.00%,,,,,,,,,,,,,,,985.5
325,Allen Lazard ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,34.90%,,,,,,,,,,,,,,,985.5
326,D.J. Chark Jr. ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,86.30%,,,,,,,,,,,,,,,985.5
327,J'Mon Moore ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
328,Braxton Berrios ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.50%,,,,,,,,,,,,,,,985.5
330,Brandon Powell ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
331,Byron Pringle ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
329,Justin Watson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
333,Vyncint Smith ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
345,Cody White ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
344,Malcolm Perry ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.60%,,,,,,,,,,,,,,,985.5
343,Nick Westbrook-Ikhine ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
342,Kirk Merritt ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
332,Russell Gage ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8.60%,,,,,,,,,,,,,,,985.5
340,Freddie Swain ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
341,Isaiah Coulter ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.60%,,,,,,,,,,,,,,,985.5
338,Tom Kennedy ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
337,Chris Lacy ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
336,Derrick Willies ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
335,Da'Mari Scott ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
334,Darvin Kidsy ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
339,Damion Willis ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
153,Kellen Clemens ,1,0,0,,,0,,,-1,,0,0,12,-0.1,0,0.00%,,,0,,,,,,,,0,0,0,2,1404
154,Chad Henne ,0,0,0,,,0,,,-2,,0,0,1,-0.2,-0.2,0.10%,,,0,,,,,,,,0,0,0,1,1405
361,Brandon Burks ,2,-4,-2,1,0,0,0,0,0,0,0,0,1,-0.4,-0.4,0.00%,,,,,,,,,,,,,,,1406.5
360,Tyler Ervin ,1,3,3,3,0,0,3,5,18,6,0,2,12,-0.4,0,0.90%,,,,,,,,,,,,,,,1406.5
155,Mark Sanchez ,18,93,5.2,,,0,,,-2,,0,0,2,-0.5,-0.3,0.10%,,,55.6,,,,,,,,10,2,3,4,1408
156,Sean Mannion ,6,19,3.2,,,0,,,-1,,0,0,1,-1.3,-1.3,0.00%,,,50,,,,,,,,3,1,0,1,1409
158,Ryan Mallett ,6,26,4.3,,,0,,,-6,,0,0,4,-1.5,-0.4,0.00%,,,50,,,,,,,,3,1,0,5,1411
157,Brett Hundley ,10,17,1.7,,,0,,,-2,,0,0,4,-1.5,-0.4,0.00%,,,20,,,,,,,,2,1,0,3,1411
505,Matthew Slater ,1,0,,0,0,0,0,1,5,0,0,1,13,-1.5,-0.1,0.00%,,,,,,,,,,,,,,,1411
506,Jakeem Grant ,1,0,,0,0,0,0,1,1,0,0,1,16,-1.9,-0.1,4.60%,,,,,,,,,,,,,,,1413
507,Keshawn Martin ,0,0,,0,0,0,0,0,0,0,0,1,1,-2,-2,0.00%,,,,,,,,,,,,,,,1415
509,Kalif Raymond ,0,0,,0,0,0,0,2,0,0,0,1,4,-2,-0.5,0.20%,,,,,,,,,,,,,,,1415
508,Devin Hester ,0,0,,0,0,0,0,0,0,0,0,1,12,-2,-0.2,0.40%,,,,,,,,,,,,,,,1415
